cd_cliente,cd_pedido,cd_produto,categoria_produto,qt_vendida,receita_bruta
233209,976971,100519,Fonte,2,59.8
233209,988224,121465,Tela,1,417.47
233209,1029756,121465,Tela,1,352.18
233209,1026401,124916,Fonte,1,313.26
233209,1027340,126921,Bateria,1,197.39
233209,1027340,126924,Bateria,2,267.83
233209,1006004,100519,Fonte,1,59.8
233209,1011891,101220,Fonte,1,22.35
233209,1011891,126675,Tela,2,516.02
233209,1011470,100681,Bateria,1,123.68
233209,1011470,121604,Cooler,2,0.01
233209,1009731,100059,Tela,1,719.85
233209,1009693,126675,Tela,1,1032.04
233209,1015834,100745,Bateria,1,216.6
233209,965011,100588,Bateria,1,117.97
233209,965141,101117,Fonte,1,79.31
233209,957451,100215,Tela,1,643.61
233209,935770,124400,SSD,1,366.46
233209,933500,100097,Tela,1,528.65
233209,928320,100063,Tela,1,301.89
233209,911156,100097,Tela,1,636.96
233209,906551,121465,Tela,1,729.32
233209,904259,100497,Bateria,1,154.28
233209,881443,100499,Bateria,1,141.36
233209,881443,100291,Teclado,2,70.32
233209,885061,100101,Tela,1,407.78
233209,871696,121465,Tela,1,705.03
233209,869982,101211,Fonte,1,29.21
233209,869982,101111,Fonte,2,92.08
233209,860994,100763,Bateria,1,250.69
233268,1023694,100516,Fonte,1,54.09
233268,1023694,101267,Bateria,2,221.21
233268,1024252,126924,Bateria,1,247.0
233268,1024252,124399,SSD,2,321.0
233268,1020138,101019,Cooler,1,12.6
233268,1020138,121603,Cooler,2,10.32
233268,1020138,101264,Cooler,3,15.84
233268,1020138,101390,Cooler,4,10.87
233268,1020138,122809,Memoria,5,218.63
233268,1020138,101399,Cooler,6,18.28
233268,1025727,100688,Bateria,1,157.8
233268,1028574,126924,Bateria,1,819.99
233268,1028574,100845,Bateria,2,670.77
233268,1015816,100688,Bateria,1,142.05
233268,1015816,126923,Bateria,2,155.66
233268,1015816,100842,Bateria,3,145.02
233268,1015816,100283,Teclado,4,69.15
233268,1004431,124398,SSD,1,990.0
234330,874054,100059,Tela,1,564.66
234330,856734,100097,Tela,1,687.32
234330,963919,100215,Tela,1,625.95
234330,933840,100820,Teclado,1,162.05
234330,938622,122826,Tela,1,755.48
234460,896580,100588,Bateria,1,189.7
234887,954975,122813,Memoria,1,199.04
235539,867230,100729,Teclado,1,72.0
235539,861268,100494,Teclado,1,92.81
235555,969629,100291,Teclado,1,62.66
235555,969629,100337,Teclado,2,60.57
235555,969629,100499,Bateria,3,107.57
235555,969629,121295,Bateria,4,289.11
235700,970812,100699,Bateria,1,167.03
235700,918758,100760,Bateria,1,173.35
235700,863300,121465,Tela,1,682.93
235700,868270,100063,Tela,1,300.27
236231,1000617,101018,Cooler,1,66.54
236231,1000617,101019,Cooler,2,92.15
236231,1000617,126927,Bateria,3,114.3
236231,1000617,126917,Bateria,4,110.7
236231,1000617,124831,,5,95.5
236231,1000617,123112,Placa,6,154.86
236231,1000617,124882,Fonte,7,277.27
236231,1000617,121603,Cooler,8,0.02
236231,1000617,121604,Cooler,9,0.02
236231,1000617,100288,Teclado,10,129.24
236231,1000617,100286,Teclado,11,128.56
236231,1020111,100679,Bateria,1,150.12
236231,1020111,100097,Tela,2,383.44
236231,1020111,101108,Fonte,3,155.92
236231,1020111,101117,Fonte,4,157.78
236231,1026960,100063,Tela,1,252.36
236231,1026960,101019,Cooler,2,45.54
236231,1026960,101018,Cooler,3,138.86
236231,1026960,121616,Fonte,4,172.36
236231,1026960,100524,Fonte,5,130.65
236231,1013106,101019,Cooler,1,86.35
236231,1013106,122655,SSD,2,296.04
236231,1013106,126777,Fonte,3,188.4
236231,1007239,100097,Tela,1,766.74
236545,890290,101000,Teclado,1,1519.1
236545,890290,100999,Teclado,2,1177.85
236545,870013,100215,Tela,1,6685.07
236545,870013,121465,Tela,2,3307.65
236545,876748,101267,Bateria,1,2650.0
237909,1032191,125430,Placa,1,570.0
237909,1032191,126672,,2,103.41
238260,950591,124784,Tela,1,503.82
239218,905820,100289,Teclado,1,68.47
239218,947365,100500,Bateria,1,142.92
239221,953626,122826,Tela,1,649.0
239684,966991,125430,Placa,1,413.83
239684,966991,101368,Cooler,2,100.51
239684,966991,124940,Cooler,3,39.85
239684,966991,124398,SSD,4,154.84
239684,999473,125430,Placa,1,357.43
239684,999473,122810,Memoria,2,103.77
239684,999473,126727,SSD,3,115.0
239684,999473,100581,Fonte,4,63.13
239684,970009,101262,Bateria,1,298.46
239684,1010920,122812,Memoria,1,145.08
239684,1010920,124940,Cooler,2,40.14
239684,1010920,125430,Placa,3,340.28
239684,1010920,126659,Cooler,4,121.5
239684,1014571,101293,Placa,1,393.04
239684,1014571,125430,Placa,2,283.16
239684,1016369,125430,Placa,1,307.13
239684,1016369,100720,Teclado,2,51.62
239708,993344,124830,,1,71.09
239708,993344,123133,Placa,2,70.46
239708,993344,101018,Cooler,3,37.14
239708,993344,101019,Cooler,4,40.01
239749,995017,100504,Bateria,1,148.64
239749,995017,124830,,2,0.01
239749,995017,124831,,3,0.01
239749,995017,124832,,4,0.01
239749,995017,121603,Cooler,5,0.01
239749,995017,121604,Cooler,6,0.01
239749,1005348,124398,SSD,1,369.53
239749,1005348,124399,SSD,2,177.75
239749,1014858,100667,Teclado,1,106.56
239749,1015025,122655,SSD,1,307.95
239749,1031148,124398,SSD,1,198.0
239749,1031148,124399,SSD,2,238.0
239749,1031148,124400,SSD,3,249.87
239749,1031148,126670,,4,61.82
239749,1031148,126323,,5,68.44
239749,1031148,126325,,6,88.34
239749,1031148,121603,Cooler,7,0.02
239749,1031148,121604,Cooler,8,0.01
240158,879483,100810,Teclado,1,68.7
240158,852964,100097,Tela,1,595.29
240158,923673,100497,Bateria,1,134.53
240988,1018869,101399,Cooler,1,65.48
240988,1018869,100702,Bateria,2,218.15
240988,1018869,101398,Cooler,3,60.02
240988,1018869,101264,Cooler,4,42.54
240988,1018869,124831,,5,35.16
240988,1018869,101118,Fonte,6,40.96
240988,1018869,101225,Fonte,7,28.84
240988,1018869,124942,Fonte,10,115.38
240988,1032982,100820,Teclado,1,46.26
240988,1032982,100773,Teclado,2,53.19
240988,1032982,100289,Teclado,3,40.55
240988,1032982,100291,Teclado,4,58.6
240988,1032982,100979,Teclado,5,51.68
240988,1032982,100097,Tela,6,349.72
241290,1027395,124398,SSD,1,300.0
241290,1027395,124399,SSD,2,300.0
241290,1027395,100756,Fonte,3,151.78
241862,983470,100957,Cooler,1,98.69
241980,959589,100701,Bateria,1,154.78
243040,1015162,100692,Bateria,1,116.0
243040,958909,100761,Bateria,1,252.12
243040,954875,121461,Bateria,1,325.04
243040,954875,101262,Bateria,2,322.58
243311,977115,124398,SSD,1,609.15
243311,977115,124399,SSD,2,865.09
243311,977115,100097,Tela,3,808.8
244258,938682,121465,Tela,1,653.0
244942,1009450,100692,Bateria,1,127.0
244942,1016506,101247,Tela,1,467.12
244942,973824,101248,Tela,1,606.13
244942,973824,100055,Tela,2,406.02
244942,970843,100059,Tela,1,450.79
244942,970843,122826,Tela,2,615.23
244942,970843,101138,Cooler,3,112.06
244942,989210,100097,Tela,1,414.09
244942,1002643,100699,Bateria,1,166.9
244942,969617,100773,Teclado,1,52.11
244942,969617,101248,Tela,2,653.94
244942,962773,101000,Teclado,1,77.06
244942,884401,100097,Tela,1,583.32
244942,883772,100763,Bateria,1,231.03
244942,879913,101262,Bateria,1,383.12
244942,879913,100505,Bateria,2,160.7
244942,881531,122805,SSD,1,245.82
244942,886201,100594,Bateria,1,329.83
244942,887949,100728,Teclado,1,93.0
244942,891131,121293,Teclado,1,107.0
244942,889295,101000,Teclado,1,154.63
244942,889295,122806,SSD,2,140.22
244942,890309,100820,Teclado,1,143.28
244942,897997,121465,Tela,1,696.84
244942,894081,100697,Bateria,1,130.0
244942,899147,101262,Bateria,1,3009.78
244942,904301,100745,Bateria,1,295.24
244942,909629,100804,Teclado,1,90.16
244942,911849,100728,Teclado,1,87.62
244942,911849,101115,Fonte,2,86.45
244942,905339,100761,Bateria,1,306.09
244942,907232,100502,Bateria,1,153.76
244942,906501,100699,Bateria,1,185.04
244942,908865,100692,Bateria,1,293.54
244942,908865,124399,SSD,2,235.37
244942,907971,121518,Tela,1,724.9
244942,862255,100740,Teclado,1,73.0
244942,862255,122805,SSD,2,464.62
244942,861050,100594,Bateria,1,295.26
244942,860194,100681,Bateria,1,174.36
244942,860194,121293,Teclado,2,94.31
244942,864214,100983,Bateria,1,278.3
244942,856723,101001,Teclado,1,74.32
244942,856723,100697,Bateria,2,113.92
244942,856723,101000,Teclado,3,78.0
244942,876594,100745,Bateria,1,298.62
244942,875320,100097,Tela,1,608.44
244942,874509,101000,Teclado,1,76.18
244942,874509,101269,Teclado,2,92.64
244942,872546,101000,Teclado,1,90.2
244942,929758,100740,Teclado,1,90.86
244942,930165,121465,Tela,1,610.87
244942,930165,100740,Teclado,2,72.99
244942,930516,121465,Tela,1,613.0
244942,930908,101000,Teclado,1,74.53
244942,930908,101256,Fonte,2,73.8
244942,930908,100745,Bateria,3,273.22
244942,932549,100311,Teclado,1,81.0
244942,938700,100059,Tela,1,531.15
244942,938700,121465,Tela,2,593.61
244942,938700,101248,Tela,3,674.79
244942,935863,101262,Bateria,1,390.6
244942,935863,126321,Cooler,2,75.99
244942,935863,100754,Bateria,3,281.16
244942,935394,100749,Bateria,1,148.18
244942,935394,100097,Tela,2,533.73
244942,914291,101344,Teclado,1,98.84
244942,913520,100497,Bateria,1,129.91
244942,913520,100743,Bateria,2,138.74
244942,913520,101027,Teclado,3,77.55
244942,917043,121465,Tela,1,696.84
244942,919718,121465,Tela,1,1326.3
244942,921675,100497,Bateria,1,144.28
244942,949595,100681,Bateria,1,161.09
244942,948840,124784,Tela,1,495.0
244942,952836,121465,Tela,1,618.99
244942,945864,100594,Bateria,1,346.08
244942,943938,100097,Tela,1,510.17
244942,956230,100745,Bateria,1,276.84
244942,960637,100215,Tela,1,593.99
245191,877303,100804,Teclado,1,87.68
245302,1004240,100059,Tela,1,368.19
245302,1001763,101262,Bateria,1,364.0
245302,971143,100507,Bateria,1,177.0
245302,971730,100215,Tela,1,620.0
245302,974154,100842,Bateria,1,194.12
245302,975941,100501,Bateria,1,155.0
245302,1009558,100699,Bateria,1,164.0
245302,1006949,100761,Bateria,1,259.5
245302,1006949,101018,Cooler,2,28.88
245302,1030911,101323,Teclado,1,73.16
245302,1024995,125430,Placa,1,291.6
245302,1024995,123133,Placa,2,18.37
245302,1024995,101293,Placa,3,352.98
245302,1027503,100055,Tela,1,399.47
245302,1033153,126923,Bateria,1,169.0
245302,934637,100483,Teclado,1,63.06
245302,934637,100821,Teclado,2,70.94
245302,940181,100820,Teclado,1,83.0
245302,937517,101262,Bateria,1,410.44
245302,937517,124400,SSD,2,376.02
245302,928499,100097,Tela,1,584.12
245302,927309,100097,Tela,1,584.12
245302,955905,124784,Tela,1,496.39
245302,954102,101000,Teclado,1,83.5
245302,952227,100507,Bateria,1,361.12
245302,942074,124882,Fonte,1,574.65
245302,873496,101001,Teclado,1,87.38
245302,857041,121293,Teclado,1,106.0
245302,857934,122806,SSD,1,129.75
245302,857934,100732,Bateria,2,118.97
245302,853723,100774,Bateria,1,132.45
245302,863068,101116,Fonte,1,93.05
245302,860996,100820,Teclado,1,70.64
245302,860996,100810,Teclado,2,62.02
245302,859252,100813,Teclado,1,69.14
245302,890978,100501,Bateria,1,147.58
245302,890978,101254,Fonte,2,110.3
245302,891266,101000,Teclado,1,91.0
245302,887398,100369,Teclado,1,68.85
245302,887398,101112,Fonte,2,107.65
245535,905363,100681,Bateria,1,168.01
248513,1007499,121293,Teclado,1,68.58
248513,1007499,100515,Fonte,2,137.07
248513,879248,101115,Fonte,1,165.93
248513,862997,100101,Tela,1,391.45
248513,888567,101113,Fonte,1,94.43
248513,888567,101119,Fonte,2,87.09
248513,881541,100097,Tela,1,596.98
248513,910093,101109,Fonte,1,147.1
248513,910093,101119,Fonte,2,88.06
248513,935143,121465,Tela,1,609.24
248513,917793,100287,Teclado,1,101.7
248513,917793,124398,SSD,2,161.72
248513,923478,101108,Fonte,1,196.01
248536,994908,100957,Cooler,1,57.05
248536,994908,101262,Bateria,2,352.48
248536,933395,101128,Cooler,1,23.7
248536,933395,120426,Cooler,2,53.73
248536,933395,101117,Fonte,3,87.26
248536,927494,100957,Cooler,1,152.4
248536,893248,101262,Bateria,1,397.23
248536,900237,100497,Bateria,1,263.56
248536,857095,100623,Bateria,1,1894.49
248536,854313,100693,Bateria,1,165.24
248536,868037,100773,Teclado,1,62.06
248536,868037,120428,Cooler,2,61.17
249118,982849,100063,Tela,1,275.54
249118,1026929,100720,Teclado,1,58.89
249118,1026929,121384,Fonte,2,87.39
249118,1023560,126921,Bateria,1,255.39
249226,1030001,124399,SSD,1,236.94
249226,1030001,124400,SSD,2,196.06
249260,886681,101123,Cooler,1,16.45
249260,886681,101019,Cooler,2,26.22
249260,886681,100288,Teclado,3,69.1
249260,886681,101018,Cooler,4,23.38
249260,958503,100937,Fonte,1,130.86
249260,960902,120490,Cooler,1,41.88
249260,960902,100063,Tela,2,228.11
249260,960902,101108,Fonte,3,81.45
249260,946733,101019,Cooler,1,61.01
249260,946733,101018,Cooler,2,54.12
249260,946733,101000,Teclado,3,72.81
249260,946733,124399,SSD,4,244.57
249260,946733,124398,SSD,5,466.67
249260,946733,100588,Bateria,6,132.31
249260,946733,101399,Cooler,7,23.33
249260,926946,124882,Fonte,1,272.84
249260,926946,124398,SSD,2,174.23
249260,926946,123133,Placa,3,69.84
249260,926946,101109,Fonte,4,82.3
249260,1016271,100950,Fonte,1,116.36
249260,1016271,122809,Memoria,2,97.87
249260,1016271,100588,Bateria,3,284.58
249260,1016271,100336,Teclado,4,63.78
249260,1016271,100820,Teclado,5,51.35
249260,1016271,121293,Teclado,6,66.92
249260,1016271,100289,Teclado,7,81.44
249260,1016271,100288,Teclado,8,45.82
249260,1016271,100668,Teclado,9,185.28
249260,1016271,101000,Teclado,10,63.64
249260,1016271,100999,Teclado,11,85.46
249260,1016271,126935,Teclado,12,75.69
249260,1016271,100919,Fonte,13,75.09
249260,1016271,100505,Bateria,14,167.24
249260,1016271,101214,Fonte,15,23.91
249260,1016271,101112,Fonte,16,102.68
249260,1017424,100666,Teclado,1,121.34
249260,1017424,121669,Tela,2,526.04
249260,1011595,100515,Fonte,1,100.0
249260,1011595,100756,Fonte,2,200.0
249260,1011595,100519,Fonte,3,100.0
249260,1011595,100919,Fonte,4,100.0
249260,1011595,126660,Fonte,5,100.0
249260,1011595,122809,Memoria,6,413.66
249260,1011595,101350,Cooler,7,39.91
249260,1011595,124398,SSD,8,261.23
249260,1019210,124398,SSD,1,218.49
249260,1019210,124399,SSD,2,253.84
249260,1019210,126926,Bateria,3,117.14
249260,981426,100756,Fonte,1,115.25
249260,981426,101108,Fonte,2,90.97
249260,980787,101000,Teclado,1,59.94
249260,980787,100097,Tela,2,399.09
249260,991685,126727,SSD,1,921.45
249260,991685,124400,SSD,3,284.61
249260,1003763,100742,Bateria,1,150.03
249260,1003763,100366,Teclado,2,47.73
249260,1003763,126670,,3,38.63
249260,1003763,124882,Fonte,4,114.34
249260,1003763,124399,SSD,5,495.0
249260,1003763,126771,,6,345.53
249260,1003763,124398,SSD,7,116.89
250127,887853,100059,Tela,1,1083.83
250127,913883,100957,Cooler,1,2715.49
250362,1027653,124398,SSD,1,300.0
250362,1027653,124399,SSD,2,299.96
250362,1027653,120759,Cooler,3,0.01
250362,1027653,101499,Cooler,4,0.01
250362,1027653,121603,Cooler,5,0.01
250362,1027653,121604,Cooler,6,0.01
250521,1003906,124398,SSD,1,499.98
250521,1003906,121465,Tela,2,365.19
250576,853486,100773,Teclado,2,50.75
250576,853486,100505,Bateria,3,154.34
250576,853486,100059,Tela,4,487.81
250653,927093,121518,Tela,1,686.05
250653,892826,100097,Tela,1,595.7
250653,878235,100999,Teclado,1,80.71
250653,878235,100820,Teclado,2,66.67
250653,878235,101117,Fonte,3,84.24
250653,878235,101111,Fonte,4,193.69
250653,878235,100742,Bateria,5,147.61
250653,861284,101345,Teclado,1,106.63
250653,861284,100505,Bateria,2,163.68
250654,1028519,124399,SSD,1,1300.0
250768,1023718,124805,Tela,1,410.0
251216,883805,100687,Bateria,1,374.55
251219,1031724,100919,Fonte,1,350.0
251219,1031724,100756,Fonte,2,350.0
251219,1031724,100516,Fonte,3,350.0
251219,1031724,100937,Fonte,4,175.0
251219,1031724,100839,Bateria,5,145.0
251219,1031724,100519,Fonte,6,350.0
251219,1031724,126924,Bateria,7,245.0
251219,1031724,101344,Teclado,8,135.0
251219,1031724,100588,Bateria,9,220.0
251219,1031724,126917,Bateria,10,220.0
251219,1022399,100059,Tela,1,1728.73
251219,1022399,100097,Tela,2,1545.0
251219,1022399,100055,Tela,3,1726.27
251219,1020763,100671,Teclado,1,395.4
251219,1020763,100336,Teclado,2,390.0
251219,1020763,101000,Teclado,4,384.1
251219,1020763,100292,Teclado,5,38.42
251219,1020763,100367,Teclado,6,111.09
251219,1020763,100820,Teclado,7,379.5
251219,1020763,100288,Teclado,8,178.41
251219,1020763,100323,Teclado,9,73.6
251219,1020763,100369,Teclado,10,217.45
251219,1020763,100284,Teclado,11,199.55
251219,1020763,100810,Teclado,12,182.9
251219,1020763,101323,Teclado,13,198.8
251219,1020763,100366,Teclado,14,187.85
251219,1020763,100332,Teclado,15,77.48
251219,1020763,100763,Bateria,16,305.34
251219,1020763,100681,Bateria,17,240.31
251219,1020763,126926,Bateria,18,202.74
251219,1020763,101217,Fonte,19,47.82
251219,1020763,101019,Cooler,20,81.38
251219,1020763,101264,Cooler,21,107.86
251917,882529,100059,Tela,1,1556.4
251917,866559,100059,Tela,1,2425.3
251917,854983,100059,Tela,1,2900.96
251917,937368,122810,Memoria,1,3180.0
251917,989393,124892,Memoria,1,128.14
252447,944878,100367,Teclado,1,61.14
252447,944878,101349,Cooler,2,48.6
252447,944878,101399,Cooler,3,24.68
256238,984669,100101,Tela,1,315.24
256238,984669,100291,Teclado,2,57.85
256238,984669,100336,Teclado,3,47.16
256238,990834,100097,Tela,1,361.36
256238,990834,126923,Bateria,2,159.8
256238,1002644,101000,Teclado,2,70.36
256238,1009738,124398,SSD,1,550.75
256329,1015139,124398,SSD,1,1680.0
256329,1012119,100517,Fonte,1,1000.0
256329,1033040,100844,Bateria,1,135.89
257730,854423,100215,Tela,1,713.0
257730,963369,100773,Teclado,1,66.33
257730,963369,100501,Bateria,2,163.17
257730,976931,100497,Bateria,1,177.67
257730,1008996,124784,Tela,1,406.25
258636,994650,124830,,1,0.01
258636,994650,124831,,2,0.01
258636,994650,124832,,3,0.01
258636,994650,126323,,5,0.01
258636,994650,126670,,6,0.01
258636,905561,100507,Bateria,1,213.82
258636,904726,101262,Bateria,1,3793.18
258636,892834,100988,Bateria,1,1796.69
258636,898371,100989,Bateria,1,757.65
258636,862534,100763,Bateria,1,241.72
258636,862534,101254,Fonte,2,108.28
258636,938724,100763,Bateria,1,233.33
258636,936175,100763,Bateria,1,218.2
258636,936175,101262,Bateria,2,3660.0
258636,922941,101262,Bateria,1,5688.9
258636,954030,101394,Cooler,1,400.0
258636,962134,101117,Fonte,1,102.0
258636,949253,100695,Bateria,1,160.27
258641,946800,100097,Tela,2,2338.63
258641,946800,100823,Bateria,3,1007.21
258641,920848,122813,Memoria,1,1076.6
258641,864909,100694,Bateria,1,144.6
258641,864909,100695,Bateria,2,132.79
258641,864909,100823,Bateria,3,397.15
258641,859337,100097,Tela,1,615.0
258641,856056,100823,Bateria,1,741.6
258641,856056,100507,Bateria,3,177.51
258641,856056,100695,Bateria,4,124.14
258641,856056,100055,Tela,5,404.19
258641,852368,100507,Bateria,1,222.45
258641,852368,100695,Bateria,2,259.96
258641,852368,100839,Bateria,3,148.53
258641,870996,100999,Teclado,1,94.49
258641,868209,100999,Teclado,1,94.49
258641,910162,122812,Memoria,1,3209.6
258641,977137,101262,Bateria,1,342.44
258641,1013625,100097,Tela,1,381.81
258641,1021932,101118,Fonte,1,60.96
258641,1024930,124784,Tela,1,408.9
261728,910636,100712,Teclado,1,93.19
261728,886609,100820,Teclado,1,79.14
261728,866375,100288,Teclado,1,62.97
263089,860998,100101,Tela,1,393.16
263089,856234,100097,Tela,1,588.96
264303,930548,100764,Bateria,1,158.89
264303,930548,100286,Teclado,2,132.61
264303,930548,121604,Cooler,3,73.69
264303,938387,100333,Teclado,1,65.39
264303,938387,100699,Bateria,2,173.92
264303,938387,121604,Cooler,3,151.79
264303,946641,100743,Bateria,1,142.54
264303,946641,100289,Teclado,2,133.24
264303,946641,101600,Cooler,3,113.69
264303,853010,100097,Tela,1,580.2
264303,853010,100101,Tela,2,365.75
264303,853010,101027,Teclado,3,67.14
264303,853010,100719,Teclado,4,55.1
264303,853010,120759,Cooler,5,0.01
264303,857475,100097,Tela,1,1182.02
264303,857475,121290,Teclado,2,56.53
264303,870164,100097,Tela,1,611.92
264303,870164,100810,Teclado,2,58.8
265420,1030358,124398,SSD,1,300.0
265420,1030358,124399,SSD,2,300.0
265607,957910,100323,Teclado,1,93.86
265607,957910,100497,Bateria,2,116.89
265607,957910,120806,Cooler,3,0.01
265607,957910,100671,Teclado,4,193.52
265791,1014501,100668,Teclado,1,91.82
265791,971125,121465,Tela,1,530.97
265791,886179,100745,Bateria,1,298.32
265791,942316,100094,Tela,1,581.23
266465,1013457,101262,Bateria,1,336.65
266465,1013457,101107,Placa,2,927.0
266465,1029133,125430,Placa,1,570.0
266465,1029133,124399,SSD,2,275.16
266465,1029133,122813,Memoria,3,351.88
266465,1029133,123112,Placa,4,44.0
266465,1029133,124882,Fonte,5,115.36
269309,971986,124399,SSD,1,548.25
269309,979622,124399,SSD,1,545.06
269309,979622,100681,Bateria,2,147.49
269309,1029820,124916,Fonte,1,319.77
269309,1029820,124400,SSD,2,940.21
269309,1029820,124399,SSD,3,454.52
269309,1029820,124398,SSD,4,87.49
269309,873374,122805,SSD,1,460.88
269309,873374,121351,Fonte,2,535.92
269309,861858,100507,Bateria,1,203.0
269309,893905,122806,SSD,1,275.45
269309,893905,122805,SSD,2,477.29
269309,893905,101326,Teclado,3,94.02
269309,905516,100097,Tela,1,595.65
269309,905516,122807,Memoria,2,274.09
269309,905516,122805,SSD,3,427.18
269309,930563,124399,SSD,1,701.07
269309,952509,100681,Bateria,1,161.09
270384,875253,100692,Bateria,1,152.71
271140,1021110,100957,Cooler,1,90.24
271140,1021110,121465,Tela,2,330.0
271140,1021110,101213,Fonte,3,84.79
271140,998770,100957,Cooler,1,209.01
271140,998770,120492,Cooler,2,25.53
271140,998770,127208,Fonte,3,342.43
271140,998770,101286,Cooler,4,49.22
271140,998770,121603,Cooler,5,64.12
271140,866632,101106,Placa,1,399.1
271140,866632,101390,Cooler,2,54.46
271140,866632,100957,Cooler,3,57.66
271140,866632,101321,Cooler,4,36.31
271140,866632,101111,Fonte,5,194.34
271140,866632,101349,Cooler,6,42.71
271140,866632,100821,Teclado,7,67.27
271140,863187,100286,Teclado,1,107.05
271140,901960,100671,Teclado,1,59.25
271140,901960,101001,Teclado,2,84.16
271140,901960,101000,Teclado,3,86.27
271140,901960,100957,Cooler,4,61.0
273564,976020,126924,Bateria,1,334.69
274931,991370,100097,Tela,1,414.69
274931,1000584,121465,Tela,1,377.72
274931,998307,100097,Tela,1,411.82
274931,980364,100097,Tela,1,414.34
274931,1018135,100838,Bateria,1,151.99
274931,1010727,100097,Tela,1,362.45
274931,1020065,101000,Teclado,1,69.66
274931,1020065,101323,Teclado,2,63.08
274931,1021982,101000,Teclado,1,69.66
274931,1021982,101323,Teclado,2,63.08
274931,911994,100097,Tela,1,616.74
274931,933013,100097,Tela,1,545.58
274931,933013,101000,Teclado,2,74.18
274931,930261,100097,Tela,1,546.1
274931,935848,100059,Tela,1,529.2
274931,935848,100097,Tela,2,519.35
274931,941021,121465,Tela,1,605.13
274931,941021,100773,Teclado,2,52.37
274931,960218,100097,Tela,1,411.55
274931,961976,100097,Tela,1,410.94
276462,862544,100988,Bateria,1,761.9
276462,875862,100988,Bateria,1,854.45
276925,958901,101323,Teclado,1,77.31
276925,856732,100055,Tela,1,487.53
276925,861898,121295,Bateria,1,290.98
276925,877606,122826,Tela,1,774.94
278180,1006514,100101,Tela,1,329.25
278180,1006514,101398,Cooler,2,36.7
278180,872767,100063,Tela,1,323.24
279540,1021698,120381,SSD,1,155.64
279540,1021698,121465,Tela,2,365.41
279540,1018287,126924,Bateria,1,266.27
279540,1018287,126927,Bateria,2,121.78
279540,1018287,101390,Cooler,3,67.71
279540,1018287,124830,,4,74.07
279540,1018287,101019,Cooler,5,22.43
279540,1018287,121604,Cooler,6,47.74
281547,1007565,100957,Cooler,1,766.57
281807,939335,100588,Bateria,1,129.66
281807,939335,100097,Tela,2,524.18
281807,927051,100063,Tela,1,554.0
281807,854462,100500,Bateria,1,157.84
281807,860370,100332,Teclado,1,103.67
281807,872806,100063,Tela,1,295.15
281807,872806,100497,Bateria,2,132.17
281807,902025,100742,Bateria,1,168.1
281807,887977,101112,Fonte,1,102.85
281807,887977,100097,Tela,2,607.73
281807,889569,100286,Teclado,1,82.5
282433,1018180,100336,Teclado,1,65.23
282433,1018180,124398,SSD,2,134.18
282538,974931,124398,SSD,1,517.11
282538,974931,100999,Teclado,2,82.89
282538,980183,100588,Bateria,1,158.85
282538,983521,101293,Placa,1,397.75
282538,976825,124399,SSD,1,195.17
282538,976825,101018,Cooler,2,30.13
282538,976825,101019,Cooler,3,41.73
282538,976825,101380,Cooler,4,32.33
282538,988620,100515,Fonte,1,83.01
282538,991762,124830,,1,48.98
282538,991762,124832,,2,24.55
282538,991762,124831,,3,48.74
282538,991762,113171,Cooler,4,101.36
282538,991762,126660,Fonte,5,55.0
282538,991762,100519,Fonte,6,104.04
282538,991762,100288,Teclado,7,42.83
282538,991762,124882,Fonte,8,56.31
282538,998821,124935,Placa,1,327.69
282538,998821,126917,Bateria,2,113.3
282538,998821,100367,Teclado,3,43.4
282538,1001738,124805,Tela,1,357.55
282538,1010222,124398,SSD,1,494.9
282538,1022655,124882,Fonte,1,57.68
283520,1003204,126923,Bateria,1,172.58
283520,1027593,124399,SSD,1,287.91
283520,1008490,100688,Bateria,1,179.6
283520,1013119,100289,Teclado,1,52.73
285685,1029093,100101,Tela,1,333.47
285685,1029093,100097,Tela,2,366.05
285685,1029093,124399,SSD,3,229.11
285685,1029093,122809,Memoria,4,186.41
286486,957915,100094,Tela,1,490.05
286520,1031968,100505,Bateria,1,164.34
289293,960186,124784,Tela,1,398.81
289293,1032734,101262,Bateria,1,300.0
289293,1008469,100097,Tela,1,350.0
289293,1010129,100215,Tela,1,464.52
289293,1010129,121465,Tela,2,360.0
289779,934546,100367,Teclado,1,64.14
289779,940339,100094,Tela,1,575.85
289779,907360,100744,Bateria,1,273.85
289779,901661,101117,Fonte,1,94.06
289779,1028669,124399,SSD,1,549.5
289779,970112,100516,Fonte,1,78.9
289779,971473,100215,Tela,2,603.11
289779,971473,100292,Teclado,3,53.42
289779,984116,100937,Fonte,1,61.71
289779,980391,100516,Fonte,1,79.8
289789,1029764,100097,Tela,1,315.0
289789,1021953,128379,Tela,1,382.18
289789,1018950,100288,Teclado,1,53.36
289789,852179,101019,Cooler,1,18.83
289789,852179,101018,Cooler,2,18.83
289789,852179,120377,Cooler,3,28.8
289789,852179,120378,Cooler,4,112.99
289789,852179,101394,Cooler,5,23.26
289789,855064,100726,Teclado,1,74.27
289789,917089,100097,Tela,1,619.35
289789,953445,124784,Tela,1,481.0
289789,942573,101106,Placa,1,427.31
291188,986162,100681,Bateria,1,165.42
291188,986162,100840,Bateria,2,149.03
291188,986162,101345,Teclado,3,116.45
291188,986162,121604,Cooler,4,0.01
